qseqid,taxon_name,pident,db,sample_id,count
1_1119_15028_6530_lib_ACATCG_tag_ACTAGC,,,,ML0577,1497
1_1119_17316_14846_lib_ATTGGC_tag_AGCTAG,,,,ML0577,2
1_1119_17738_11002_lib_ACATCG_tag_AGACGC,,,,ML0577,18
1_1119_20153_12992_lib_ATTGGC_tag_AGTCAT,NA,97.125,local,ML0577,6
1_1119_20409_6331_lib_ATTGGC_tag_AGTCAT,Sarsia tubulosa,99.681,genbank,ML0577,1
1_1119_20476_10274_lib_ATTGGC_tag_AGCTAG,,,,ML0577,10
1_1119_21479_4881_lib_ATTGGC_tag_AGTCAT,Ampithoe_lacertosa,100,local,ML0577,3
1_1119_21708_16019_lib_ACATCG_tag_ACGTAT,,,,ML0577,21
1_1119_22616_25080_lib_ATTGGC_tag_AGTCAT,Halosydna_brevisetosa_B;Halosydna_brevisetosa_B,99.035,local,ML0577,2
1_1119_22859_18468_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_1119_23096_2837_lib_ACATCG_tag_AGACGC,NA,97.764,local,ML0577,34
1_1119_23920_11115_lib_GGAACT_tag_AGACGC,,,,ML0577,1
1_1119_2439_12091_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_1119_24648_17411_lib_ACATCG_tag_ACGTAT,,,,ML0577,2
1_1119_26009_18077_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_1119_27040_13246_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_1119_3499_14615_lib_ACATCG_tag_AGCTAG,,,,ML0577,1
1_1119_3684_11469_lib_ACATCG_tag_ACGTAT,,,,ML0577,6
1_1119_6916_18698_lib_ATTGGC_tag_AGTCAT,,,,ML0577,7
1_2101_12483_16871_lib_ATTGGC_tag_AGACGC,,,,ML0577,1
1_2101_13114_10341_lib_ACATCG_tag_ATGTCG,,,,ML0577,14
1_2101_13685_17733_lib_ACATCG_tag_AGACGC,,,,ML0577,13
1_2101_13815_11625_lib_ATTGGC_tag_AGCTAG,NA,97.106,local,ML0577,4
1_2101_17641_18912_lib_ATTGGC_tag_AGTCAT,NA,98.403,local,ML0577,2
1_2101_19829_7742_lib_CACTGT_tag_AGTCAT,NA,97.756,local,ML0577,1
1_2101_20890_15836_lib_TACAAG_tag_AGTCAT,,,,ML0577,1
1_2101_21132_22927_lib_ACATCG_tag_AGACGC,Mazzaella splendens,100,genbank,ML0577,139
1_2101_24073_3913_lib_ATTGGC_tag_ACGTAT,,,,ML0577,4
1_2101_9777_19540_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2102_15228_24700_lib_ATTGGC_tag_AGTCAT,Exogone,99.291,local,ML0577,1
1_2102_15848_14894_lib_ATTGGC_tag_ACTAGC,,,,ML0577,37
1_2102_16580_12434_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2102_19047_4568_lib_ATTGGC_tag_ACAGTC,Membranipora membranacea,98.201,genbank,ML0577,20
1_2102_19123_18923_lib_ACATCG_tag_AGACGC,,,,ML0577,21
1_2102_22620_6379_lib_ATTGGC_tag_AGTCAT,NA,97.764,local,ML0577,1
1_2102_22785_14038_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2102_23945_11764_lib_ATTGGC_tag_AGTCAT,Zeuxo_sp._1,98.397,local,ML0577,6
1_2102_4267_15437_lib_ACATCG_tag_ATGTCG,Calanus pacificus,99.038,genbank,ML0577,1
1_2102_5740_12792_lib_ACATCG_tag_AGCTAG,,,,ML0577,1
1_2102_7816_10269_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2102_9855_13202_lib_CACTGT_tag_AGTCAT,,,,ML0577,1
1_2103_12881_20611_lib_ACATCG_tag_ACAGTC,Cucumaria miniata,100,genbank,ML0577,220
1_2103_15377_23878_lib_ACATCG_tag_AGCTAG,,,,ML0577,2
1_2103_21102_15246_lib_ATTGGC_tag_ACAGTC,,,,ML0577,324
1_2103_21869_19959_lib_ATTGGC_tag_AGCTAG,,,,ML0577,1
1_2103_22356_7778_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2103_23805_5335_lib_ATTGGC_tag_ACGTAT,,,,ML0577,3
1_2103_27659_10897_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2103_9116_15401_lib_ATTGGC_tag_AGTGTA,,,,ML0577,1
1_2103_9380_21470_lib_ATTGGC_tag_ATCGAC,,,,ML0577,1
1_2104_16415_8344_lib_ACATCG_tag_AGACGC,,,,ML0577,5
1_2104_16680_12186_lib_ATTGGC_tag_AGTCAT,Membranipora membranacea,100,genbank,ML0577,1
1_2104_16964_9353_lib_ATTGGC_tag_AGCTAG,,,,ML0577,4
1_2104_18962_9934_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2104_23710_19071_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2104_25625_12923_lib_ATTGGC_tag_AGTCAT,Sarsia sp. SL-2013,99.361,genbank,ML0577,2
1_2104_28751_13079_lib_ACATCG_tag_ACAGTC,Cancer oregonensis,97.125,genbank,ML0577,8
1_2104_3951_10239_lib_TTGACT_tag_AGCTAG,NA,98.718,local,ML0577,2
1_2104_7425_10131_lib_CACTGT_tag_AGACGC,,,,ML0577,1
1_2104_9348_20426_lib_ATTGGC_tag_AGTCAT,,,,ML0577,5
1_2105_14404_6105_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2105_14915_20480_lib_CACTGT_tag_ATAGCA,,,,ML0577,1
1_2105_18362_5536_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2105_18717_13448_lib_ATTGGC_tag_ATCGAC,,,,ML0577,1
1_2105_19661_23530_lib_ATTGGC_tag_ACGTAT,,,,ML0577,2
1_2105_20594_12181_lib_ACATCG_tag_ATGTCG,Calanus pacificus,98.718,genbank,ML0577,1
1_2105_9153_1517_lib_ACATCG_tag_AGACGC,,,,ML0577,41
1_2105_9789_20693_lib_ACATCG_tag_AGCTAG,,,,ML0577,4
1_2106_10207_13454_lib_ACATCG_tag_AGACGC,,,,ML0577,8
1_2106_10365_19860_lib_ATTGGC_tag_AGCTAG,,,,ML0577,1
1_2106_11839_17679_lib_ACATCG_tag_ACAGTC,,,,ML0577,13
1_2106_15831_16129_lib_ACATCG_tag_ACGTAT,Diarthrodes_sp._2,99.681,local,ML0577,47
1_2106_18511_17198_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2106_20869_21264_lib_ACATCG_tag_AGACGC,NA,100,local,ML0577,1
1_2106_27766_14975_lib_ACATCG_tag_AGTCAT,,,,ML0577,1
1_2106_5292_18669_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2106_6149_13730_lib_ATTGGC_tag_AGTCAT,,,,ML0577,6
1_2107_11828_15685_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2107_11913_12302_lib_ATTGGC_tag_AGCTAG,,,,ML0577,2
1_2107_15959_14478_lib_CACTGT_tag_AGACGC,,,,ML0577,1
1_2107_22575_16909_lib_ACATCG_tag_ATGTCG,Hydractinia,100,local,ML0577,30
1_2107_23247_17373_lib_ACATCG_tag_AGTGTA,,,,ML0577,3
1_2107_4718_19888_lib_ATTGGC_tag_AGTCAT,Myxilla sp. SV-2015;Myxilla mollis,97.802,genbank,ML0577,1
1_2107_6043_11525_lib_ATTGGC_tag_AGCTAG,,,,ML0577,282
1_2107_6809_18957_lib_ACATCG_tag_ACGTAT,,,,ML0577,13
1_2107_7154_8324_lib_ATTGGC_tag_ACGTAT,,,,ML0577,3
1_2108_10170_22378_lib_ACATCG_tag_ACGTAT,,,,ML0577,1
1_2108_10786_7829_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2108_10914_5443_lib_ACATCG_tag_ACGTAT,,,,ML0577,6
1_2108_14994_6811_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2108_15914_3444_lib_ATTGGC_tag_AGCTAG,,,,ML0577,1
1_2108_16399_4298_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2108_17044_9735_lib_ACATCG_tag_ACTAGC,NA,98.403,local,ML0577,1
1_2108_20793_8322_lib_ACATCG_tag_AGACGC,Myxilla sp. SV-2015;Myxilla mollis,98.535,genbank,ML0577,403
1_2108_20875_17470_lib_CACTGT_tag_AGTCAT,,,,ML0577,1
1_2108_21315_4457_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2108_22257_6112_lib_ACATCG_tag_AGTGTA,,,,ML0577,1
1_2108_24479_9905_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2108_25652_22923_lib_CACTGT_tag_AGCTAG,,,,ML0577,1
1_2108_27521_14392_lib_ATTGGC_tag_AGTCAT,Micromonas pusilla,100,genbank,ML0577,1
1_2108_27603_9265_lib_ATTGGC_tag_ACTAGC,,,,ML0577,1
1_2108_9122_5470_lib_ATTGGC_tag_ACTAGC,Cancer oregonensis,97.125,genbank,ML0577,4
1_2108_9300_2540_lib_ATTGGC_tag_AGCTAG,,,,ML0577,8
1_2109_15422_11408_lib_ATTGGC_tag_AGCTAG,Dendrobeania_lichenoides,98.403,local,ML0577,31
1_2109_18204_16047_lib_ATTGGC_tag_AGTCAT,Membranipora membranacea,99.281,genbank,ML0577,2
1_2109_20310_8234_lib_ACATCG_tag_ACTAGC,,,,ML0577,1
1_2109_21130_16336_lib_GGAACT_tag_AGACGC,,,,ML0577,1
1_2109_23782_16493_lib_ATTGGC_tag_ACAGTC,Membranipora membranacea,99.64,genbank,ML0577,87
1_2109_23887_14634_lib_ACATCG_tag_AGACGC,,,,ML0577,20
1_2109_24714_8223_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2109_25529_19308_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2109_27865_15097_lib_ATTGGC_tag_ATAGCA,Compsomyax_subdiaphana,100,local,ML0577,1
1_2109_28685_14963_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2109_4286_9225_lib_ATTGGC_tag_ACTAGC,NA,97.756,local,ML0577,9
1_2109_7611_12715_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2109_8055_14864_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2109_8585_7475_lib_TACAAG_tag_AGTCAT,,,,ML0577,1
1_2109_9238_22433_lib_ATTGGC_tag_AGTCAT,Neorhodomela oregona,99.361,genbank,ML0577,1
1_2110_11193_10870_lib_ATTGGC_tag_AGTCAT,NA,97.125,local,ML0577,1
1_2110_14961_19030_lib_ACATCG_tag_ATAGCA,,,,ML0577,17
1_2110_21671_22987_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2110_24822_9399_lib_ATTGGC_tag_AGTCAT,Halosydna_brevisetosa_B;Halosydna_brevisetosa_B,99.681,local,ML0577,7
1_2110_25665_7893_lib_ATTGGC_tag_AGCTAG,Parapleustinae_sp._1,97.764,local,ML0577,1
1_2110_26479_8329_lib_ACATCG_tag_ACGTAT,,,,ML0577,3
1_2110_26521_10551_lib_ATTGGC_tag_AGTCAT,,,,ML0577,5
1_2110_3964_18944_lib_ATTGGC_tag_ACGTAT,,,,ML0577,1
1_2110_6414_19927_lib_ACATCG_tag_AGACGC,Bougainvillia muscus,100,genbank,ML0577,707
1_2110_7407_16380_lib_ACATCG_tag_AGACGC,Ischyrocerus_sp._1,100,local,ML0577,120
1_2111_11924_9371_lib_ACATCG_tag_ACAGTC,Proceraea_nigropunctata_2,100,local,ML0577,371
1_2111_13732_12830_lib_ATTGGC_tag_ACAGTC,,,,ML0577,2760
1_2111_14513_4626_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2111_15985_12502_lib_ATTGGC_tag_AGTGTA,,,,ML0577,1
1_2111_16141_2613_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2111_17637_11612_lib_ATTGGC_tag_AGTCAT,,,,ML0577,6
1_2111_18804_24736_lib_ACATCG_tag_AGTCAT,,,,ML0577,1
1_2111_22613_17578_lib_TGGTCA_tag_AGTCAT,Amonardia_normani,98.722,local,ML0577,2
1_2111_24804_8366_lib_ATTGGC_tag_AGTCAT,Psolus chitonoides,100,genbank,ML0577,1
1_2111_3839_14365_lib_ATTGGC_tag_AGCTAG,,,,ML0577,2
1_2111_7680_18727_lib_ATTGGC_tag_AGCTAG,Hermissenda_crassicornis,99.361,local,ML0577,91
1_2111_9068_12430_lib_ACATCG_tag_ACGTAT,,,,ML0577,9
1_2111_9484_15661_lib_CACTGT_tag_ATCGAC,,,,ML0577,2
1_2112_10083_7792_lib_ACATCG_tag_ACGTAT,,,,ML0577,2
1_2112_10258_8937_lib_ATTGGC_tag_AGCTAG,NA,97.125,local,ML0577,13
1_2112_10848_13318_lib_ATTGGC_tag_AGTCAT,,,,ML0577,5
1_2112_13491_23156_lib_ATTGGC_tag_AGCTAG,,,,ML0577,1
1_2112_13850_12388_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2112_15151_12196_lib_ACATCG_tag_AGACGC,Chaetoceros socialis,100,genbank,ML0577,38
1_2112_17852_3716_lib_ATTGGC_tag_AGTCAT,NA,97.07,local,ML0577,1
1_2112_2335_13206_lib_ATTGGC_tag_AGCTAG,Myxilla sp. SV-2015;Myxilla mollis,98.901,genbank,ML0577,1
1_2112_24071_15141_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2112_25516_9303_lib_ATTGGC_tag_ATAGCA,,,,ML0577,1
1_2112_27452_11635_lib_CACTGT_tag_ACGTAT,,,,ML0577,1
1_2112_29434_12687_lib_ATTGGC_tag_AGTCAT,Styela_gibbsi,99.681,local,ML0577,1
1_2112_4183_14282_lib_ACATCG_tag_AGACGC,,,,ML0577,1
1_2112_6118_20414_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2112_7197_12463_lib_ATTGGC_tag_AGTCAT,Halichondria panicea,97.444,genbank,ML0577,1
1_2112_7328_16872_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2112_9847_7477_lib_ATTGGC_tag_ACAGTC,,,,ML0577,1
1_2113_10724_9210_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2113_15292_24276_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2113_15572_6647_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2113_22239_21030_lib_ACATCG_tag_AGACGC,,,,ML0577,2
1_2113_25457_8407_lib_GATCTG_tag_AGACGC,,,,ML0577,1
1_2113_7816_22417_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2113_8585_10794_lib_TTGACT_tag_AGCTAG,,,,ML0577,1
1_2113_9182_15592_lib_ATTGGC_tag_ACAGTC,Aoroides_sp._1,98.403,local,ML0577,30
1_2114_10566_20965_lib_CACTGT_tag_AGCTAG,,,,ML0577,2
1_2114_11987_22870_lib_ACATCG_tag_ACAGTC,,,,ML0577,1
1_2114_14663_1539_lib_ATTGGC_tag_AGTCAT,NA,99.678,local,ML0577,1
1_2114_15057_23861_lib_ACATCG_tag_ACGTAT,,,,ML0577,4
1_2114_16091_15727_lib_ACATCG_tag_ACGTAT,Haliclona sp. E GPM-2011,99.627,genbank,ML0577,1
1_2114_21143_23181_lib_ATTGGC_tag_AGTCAT,,,,ML0577,22
1_2114_2199_13483_lib_ATTGGC_tag_AGTCAT,NA,99.649,local,ML0577,1
1_2114_26975_15600_lib_ACATCG_tag_AGACGC,,,,ML0577,2
1_2114_27490_8798_lib_ACATCG_tag_ACAGTC,,,,ML0577,3467
1_2114_9349_9051_lib_ATTGGC_tag_AGTCAT,Gracilariopsis andersonii;Gracilariopsis lemaneiformis,100,genbank,ML0577,1
1_2115_10821_20951_lib_GGACGG_tag_AGTCAT,,,,ML0577,1
1_2115_16919_7549_lib_ACATCG_tag_ACAGTC,Metridium senile,100,genbank,ML0577,255
1_2115_17039_17218_lib_ATTGGC_tag_AGCTAG,,,,ML0577,52
1_2115_17756_16908_lib_ACATCG_tag_ATAGCA,,,,ML0577,5
1_2115_20446_18440_lib_ACATCG_tag_AGTGTA,,,,ML0577,89
1_2115_21211_7070_lib_ACATCG_tag_ACAGTC,,,,ML0577,35
1_2115_21992_20354_lib_ACATCG_tag_AGTCAT,,,,ML0577,9
1_2115_23747_14430_lib_GATCTG_tag_AGTGTA,,,,ML0577,2
1_2115_24652_12937_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2115_26028_10949_lib_ATTGGC_tag_AGTCAT,Halichondria panicea,98.722,genbank,ML0577,1
1_2115_3981_8765_lib_ATTGGC_tag_ACGTAT,,,,ML0577,2
1_2115_7886_2771_lib_ATTGGC_tag_AGTGTA,,,,ML0577,1
1_2115_9421_6137_lib_ATTGGC_tag_ACAGTC,,,,ML0577,3
1_2116_12847_10877_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2116_16249_12132_lib_ATTGGC_tag_AGTCAT,Aurelia_aurita,98.403,local,ML0577,2
1_2116_16824_11322_lib_GGAACT_tag_ATGTCG,Lasius pallitarsis,99.656,genbank,ML0577,1
1_2116_20051_6522_lib_ATTGGC_tag_AGTCAT,NA,97.749,local,ML0577,4
1_2116_20203_15067_lib_ACATCG_tag_AGACGC,,,,ML0577,1
1_2116_20487_16054_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2116_25898_18876_lib_ATTGGC_tag_ACAGTC,,,,ML0577,9
1_2116_26642_10930_lib_ACATCG_tag_ATGTCG,,,,ML0577,2
1_2116_6603_11386_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2116_7123_12076_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2116_7901_24785_lib_TACAAG_tag_AGTCAT,,,,ML0577,1
1_2116_8139_9571_lib_ACATCG_tag_ACTAGC,Podosira stelligera,99.674,genbank,ML0577,19
1_2117_12142_11596_lib_ACATCG_tag_AGTGTA,Paradactylopodia_sp._1,100,local,ML0577,1
1_2117_17686_8902_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2117_18117_9809_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2117_27206_7153_lib_ATTGGC_tag_AGTCAT,,,,ML0577,4
1_2117_27600_18070_lib_ATTGGC_tag_ACGTAT,,,,ML0577,31
1_2117_5697_15561_lib_ATTGGC_tag_AGTCAT,Modiolus_modiolus,99.035,local,ML0577,2
1_2117_6933_12781_lib_ATTGGC_tag_AGTGTA,,,,ML0577,1
1_2117_7396_5061_lib_CACTGT_tag_ACTAGC,,,,ML0577,2
1_2117_8274_8405_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2117_9619_1330_lib_CACTGT_tag_AGTCAT,,,,ML0577,1
1_2118_10521_18873_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2118_12375_18161_lib_TACAAG_tag_AGTCAT,,,,ML0577,1
1_2118_13091_7692_lib_ATTGGC_tag_AGTCAT,,,,ML0577,5
1_2118_15476_12379_lib_ATTGGC_tag_ACTAGC,Aurelia_aurita,99.681,local,ML0577,272
1_2118_21563_22551_lib_ATTGGC_tag_ACGTAT,Hymenena kylinii;Hymenena sp. GWS002901,100,genbank,ML0577,1
1_2118_21865_19171_lib_ACATCG_tag_ACTAGC,,,,ML0577,1
1_2118_25562_12136_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2118_26685_12377_lib_ATTGGC_tag_ATGTCG,,,,ML0577,1
1_2118_6887_4594_lib_TGGTCA_tag_ACTAGC,,,,ML0577,1
1_2118_8634_16884_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_12499_16116_lib_ATTGGC_tag_AGTCAT,NA,97.125,local,ML0577,7
1_2119_12679_24881_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_13687_6649_lib_ATTGGC_tag_AGTCAT,NA,98.071,local,ML0577,1
1_2119_17366_8700_lib_ATTGGC_tag_AGTCAT,Halichondria panicea,98.722,genbank,ML0577,1
1_2119_18104_13954_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2119_18634_5513_lib_ATTGGC_tag_AGACGC,,,,ML0577,43
1_2119_18726_4763_lib_ATTGGC_tag_AGTCAT,Aoroides_sp._1,98.403,local,ML0577,1
1_2119_18888_17935_lib_ATTGGC_tag_AGTCAT,Halichondria panicea,99.02,genbank,ML0577,3
1_2119_19203_19827_lib_ATTGGC_tag_AGTCAT,,,,ML0577,3
1_2119_21955_9567_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_21997_12975_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_22172_4497_lib_ACATCG_tag_AGACGC,,,,ML0577,1
1_2119_24946_17094_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_27653_8361_lib_ACATCG_tag_AGCTAG,,,,ML0577,1
1_2119_27746_7533_lib_ATTGGC_tag_AGTCAT,NA,97.125,local,ML0577,1
1_2119_27925_14017_lib_ATTGGC_tag_ACTAGC,,,,ML0577,3
1_2119_4449_10408_lib_ATTGGC_tag_AGTCAT,,,,ML0577,2
1_2119_5952_11934_lib_ACATCG_tag_AGCTAG,,,,ML0577,1
1_2119_6731_3541_lib_ATTGGC_tag_AGTCAT,Halichondria panicea,98.722,genbank,ML0577,1
1_2119_6879_16429_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_2119_8804_10897_lib_ACATCG_tag_ACGTAT,Amonardia_normani,98.722,local,ML0577,5
1_2119_9025_13620_lib_ATTGGC_tag_AGTCAT,NA,99.681,local,ML0577,1
1_2119_9835_6115_lib_ATTGGC_tag_AGTCAT,,,,ML0577,1
1_1101_10055_19409_lib_ATTGGC_tag_AGTGTA,,,,ML0569,388
1_1101_10056_7939_lib_ACATCG_tag_ACAGTC,Callophyllis flabellulata,100,genbank,ML0569,2
1_1101_10059_16674_lib_ACATCG_tag_ACAGTC,,,,ML0569,4
1_1101_10072_21299_lib_ACATCG_tag_ACAGTC,Pugetia fragilissima;Pugetia cryptica,100,genbank,ML0569,1
1_1101_10081_21342_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0569,3
1_1101_10106_5805_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,97.764,local,ML0569,21
1_1101_10127_6858_lib_ATTGGC_tag_AGTGTA,,,,ML0569,412
1_1101_10145_6361_lib_ACATCG_tag_ACAGTC,Nemertea;NA,100,local,ML0569,1070
1_1101_10192_15752_lib_ACATCG_tag_AGTCAT,,,,ML0569,1
1_1101_10276_24439_lib_ACATCG_tag_AGACGC,,,,ML0569,1
1_1101_10315_23450_lib_ATTGGC_tag_AGTCAT,,,,ML0569,18
1_1101_10318_9079_lib_ATTGGC_tag_AGTGTA,,,,ML0569,1
1_1101_10355_7656_lib_ACATCG_tag_AGACGC,Eupentacta_quinquesemita,99.681,local,ML0569,4
1_1101_10395_21971_lib_ATTGGC_tag_AGCTAG,,,,ML0569,9
1_1101_10554_19719_lib_ACATCG_tag_AGTCAT,,,,ML0569,1
1_1101_10599_24795_lib_ATTGGC_tag_ACTAGC,Tiaropsis multicirrata,97.764,genbank,ML0569,9
1_1101_10637_12905_lib_ACATCG_tag_AGTCAT,,,,ML0569,51
1_1101_10643_17055_lib_ATTGGC_tag_ACAGTC,,,,ML0569,1475
1_1101_10797_7886_lib_ATTGGC_tag_AGACGC,Manania gwilliami,99.677,genbank,ML0569,2
1_1101_10803_14591_lib_ACATCG_tag_ACGTAT,Amphiascopsis_cinctus,99.681,local,ML0569,47
1_1101_11044_12396_lib_ACATCG_tag_ACAGTC,,,,ML0569,265
1_1101_11173_5720_lib_ACATCG_tag_AGTCAT,Amphiascoides_sp._1,99.361,local,ML0569,1
1_1101_11547_20480_lib_ATTGGC_tag_ACTAGC,NA,99.361,local,ML0569,7
1_1101_11575_12890_lib_ATTGGC_tag_AGTGTA,Boltenia_villosa,98.403,local,ML0569,488
1_1101_11778_24569_lib_ACATCG_tag_AGACGC,,,,ML0569,419
1_1101_12053_1788_lib_ATTGGC_tag_AGTCAT,,,,ML0569,91
1_1101_12080_23143_lib_ACATCG_tag_AGACGC,,,,ML0569,201
1_1101_12165_24579_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0569,13
1_1101_12277_21932_lib_ACATCG_tag_ACGTAT,,,,ML0569,1
1_1101_12297_2778_lib_ATTGGC_tag_AGTGTA,,,,ML0569,65
1_1101_12401_16546_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0569,9
1_1101_12459_7505_lib_ATTGGC_tag_ACAGTC,,,,ML0569,9
1_1101_12523_18671_lib_ACATCG_tag_ACAGTC,Psolidium_bidiscum,100,local,ML0569,1
1_1101_12759_22781_lib_ACATCG_tag_ACGTAT,,,,ML0569,22
1_1101_12851_12366_lib_ATTGGC_tag_AGTCAT,,,,ML0569,9
1_1101_13003_4949_lib_ACATCG_tag_AGTCAT,NA,99.042,local,ML0569,1
1_1101_13522_21663_lib_ACATCG_tag_ATCGAC,,,,ML0569,1
1_1101_13563_8746_lib_ACATCG_tag_AGTCAT,Diarthrodes_sp._2,100,local,ML0569,13
1_1101_13600_3896_lib_ATTGGC_tag_AGCTAG,,,,ML0569,290
1_1101_14061_12745_lib_ACATCG_tag_AGTCAT,Paralaophonte_sp._2,100,local,ML0569,1
1_1101_14429_13782_lib_ACATCG_tag_ACAGTC,Nemertea,98.083,local,ML0569,20
1_1101_14836_16667_lib_CACTGT_tag_AGTCAT,,,,ML0569,1
1_1101_14871_14404_lib_ACATCG_tag_ACAGTC,,,,ML0569,9
1_1101_15186_21998_lib_ATTGGC_tag_AGCTAG,,,,ML0569,1
1_1101_15220_10323_lib_ACATCG_tag_ACGTAT,,,,ML0569,12
1_1101_15335_3590_lib_ACATCG_tag_ACAGTC,Ianiropsis,100,local,ML0569,58
1_1101_15386_9833_lib_ATTGGC_tag_AGTCAT,,,,ML0569,24
1_1101_15705_13795_lib_ACATCG_tag_ACGTAT,Amonardia_perturbata,100,local,ML0569,101
1_1101_15848_8918_lib_ACATCG_tag_AGTCAT,,,,ML0569,6
1_1101_15869_13577_lib_CACTGT_tag_AGTCAT,Exogone,99.649,local,ML0569,1
1_1101_16449_10021_lib_ACATCG_tag_AGTCAT,,,,ML0569,1
1_1101_16548_19163_lib_ATTGGC_tag_AGTGTA,,,,ML0569,5
1_1101_16593_4114_lib_ATTGGC_tag_ACAGTC,Scrupocellaria_californica;NA,100,local,ML0569,1032
1_1101_17571_18648_lib_ATTGGC_tag_ACAGTC,Campanularia_volubilis,99.361,local,ML0569,1
1_1101_17636_7008_lib_ATTGGC_tag_AGTCAT,,,,ML0569,2
1_1101_17876_5977_lib_ACATCG_tag_ACAGTC,,,,ML0569,2
1_1101_18640_8165_lib_ACATCG_tag_AGCTAG,NA,98.083,local,ML0569,52
1_1101_19014_7549_lib_ACATCG_tag_ACAGTC,Epigamia magna,100,genbank,ML0569,16
1_1101_19379_20767_lib_TGGTCA_tag_ATCGAC,,,,ML0569,3
1_1101_19718_11407_lib_ACATCG_tag_ACAGTC,,,,ML0569,1
1_1101_19733_23942_lib_ACATCG_tag_AGTCAT,NA,100,local,ML0569,1
1_1101_20537_6748_lib_ACATCG_tag_AGACGC,Mytilus trossulus,100,genbank,ML0569,34801
1_1101_20688_8857_lib_ACATCG_tag_AGACGC,NA,99.042,local,ML0569,10
1_1101_20750_4047_lib_GGAACT_tag_AGTGTA,,,,ML0569,1
1_1101_21014_22366_lib_ATTGGC_tag_AGCTAG,,,,ML0569,1
1_1101_21049_4263_lib_ACATCG_tag_ACAGTC,Chone_magna,100,local,ML0569,116
1_1101_21102_20842_lib_ACATCG_tag_ACGTAT,,,,ML0569,1
1_1101_21708_20909_lib_ACATCG_tag_AGACGC,,,,ML0569,4
